[2019-02-11 23:38:32] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => login/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"2d931a1"}
[2019-02-11 23:38:41] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"60c4297"}
[2019-02-11 23:38:41] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"84ff3f5"}
[2019-02-11 23:38:41] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"53ae802"}
[2019-02-11 23:38:59] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/view/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"83cea73"}
[2019-02-11 23:38:59] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"1d7496a"}
[2019-02-11 23:38:59] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"101db57"}
[2019-02-11 23:38:59] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b9fddc3"}
[2019-02-11 23:39:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getLinkList/view/1548 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"c23151c"}
[2019-02-11 23:39:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"23b2b20"}
[2019-02-11 23:39:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"1f498e9"}
[2019-02-11 23:39:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"28fd8b4"}
[2019-02-11 23:39:08] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getCalendarList/view : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"d5f94cb"}
[2019-02-11 23:39:08] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"d07e8d4"}
[2019-02-11 23:39:08] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4d81864"}
[2019-02-11 23:39:08] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"618d6df"}
[2019-02-11 23:39:10] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"6b7a504"}
[2019-02-11 23:39:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"79a9ad6"}
[2019-02-11 23:39:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"d78df5e"}
[2019-02-11 23:39:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"e649565"}
[2019-02-11 23:39:17] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-02-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4a3a04f"}
[2019-02-11 23:39:18] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"711356f"}
[2019-02-11 23:39:18] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"02e38fa"}
[2019-02-11 23:39:18] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"e464a50"}
[2019-02-11 23:39:18] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"f5be103"}
[2019-02-11 23:39:18] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => inbox/notification/count/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"f00135b"}
